,name,main_artist,release_date,duration_ms,popularity,explicit,album_type,track_id,main_artist_id,genre,list_country,ranking
221,Não Recomendo - Ao Vivo,Matheus & Kauan,2023-11-28,141216,85,False,single,4ssTFuVeNJG8py5dr2P2pV,2Z0lRIqr997lIUiPtrpKCr,agronejo,brasil,22
222,Vazou Na Braquiara - Ao Vivo,Hugo & Guilherme,2024-01-18,164240,83,False,single,1ZtgnRr4uKMOoCzP4vnQDl,1LIuN7ov1IBQDdLsU83ojl,agronejo,brasil,23
223,Maliciosa - Ao Vivo,LUDMILLA,2024-01-18,167027,80,False,single,3vCH7bgO37Cx4dOIUlX9sv,3CDoRporvSjdzTrm99a3gi,funk carioca,brasil,24
224,DANÇA PRA ME PROVOCAR,DJ JOÃO PEREIRA,2023-09-14,157216,81,False,single,6zdL0aLZs6g61SPGrlMvrM,1tPQcKxMrvf09Ry8zk68gt,,brasil,25
225,MEIO TERMO - Ao Vivo,Luan Santana,2023-11-09,175468,84,False,album,23IebZSNZ8VzwUr4rJNGRG,3qvcCP2J0fWi0m0uQDUf6r,arrocha,brasil,26
226,Lapada Dela - Ao Vivo,Grupo Menos É Mais,2023-01-20,159322,86,False,album,4f0aDk7HX37SfzerfznYlr,6vTqEFbTtTRJsuIpzZgjxi,pagode,brasil,27
227,Bênçãos Que Não Têm Fim (Counting My Blessings),Isadora Pompeo,2023-11-09,209520,83,False,single,7dKqPh21HpsysZvRWyNeM1,0f59qYByNYzspwAr7huTSB,brazilian gospel,brasil,28
228,30 Cadeados - Ao Vivo,Gusttavo Lima,2024-01-25,167034,77,False,album,4UBTjBOglPqrcDKSLwYHQr,7MiDcPa6UiV3In7lIM71IN,agronejo,brasil,29
229,Tô Voltando - (Boiadeira Internacional),Ana Castela,2023-08-25,177327,85,False,single,7G2yGMHlcPPTCDhMrAaMyZ,2CKOmarVWvWqkNWUatHCex,agronejo,brasil,30
230,Joga Pra Lua,Anitta,2023-12-15,125108,84,False,single,1CtcgU1q0BgJN4Aottdscu,7FNnA9vBm6EKceENgCGRMb,funk pop,brasil,31
231,Baile do Bruxo,Tropa do Bruxo,2023-09-29,221538,86,True,single,00ZKeP47bZtswtANkvxz2j,4s3lxX76LwxzMdQEAFYdzv,,brasil,32
232,10 Carros,Chefin,2023-11-24,141176,84,True,single,2twZl1jsRbJRTNCE6VB6eW,68PYmgkbRP1qZnEWOry7sB,funk carioca,brasil,33
233,Passada de Mão - Ao Vivo,Dilsinho,2024-02-01,163575,75,False,single,0I0WaeHgXRRA9sP2LOLoE4,4NUePmzDvCYqilXBFa91Hg,pagode,brasil,34
234,Cama Repetida,Leo Santana,2023-11-15,171100,80,False,single,0wuj2T6IZtotux1Jjluo7m,7KVJCU4z5L4EUHILL8aMxR,arrocha,brasil,35
235,Faz um Vuk Vuk (Teto Espelhado),MC Kevin o Chris,2023-07-20,138461,85,True,single,64CovjRwInpOJW4PiGMprY,2UMj7NCbuqy1yUZmiSYGjJ,funk 150 bpm,brasil,36
236,Sou Musa do Verão,Marshmello,2023-11-03,187153,81,False,album,2cZ62VBKsdZ7u1kKKJdFOc,64KEffDW9EtZ1y2vBYgq8T,brostep,brasil,37
237,DENTRO DA HILUX,Luan Pereira,2023-08-24,163013,83,False,single,3jTyFoGeD3DTu9cnnctMWN,5kVgcCdPbeUwxBqWxi2Ktl,agronejo,brasil,38
238,Amor Livre - Ao Vivo,Filipe Ret,2023-12-15,136800,78,True,album,3PGg3V56krasXrPKNvVLQU,7gJN8W0589FisSYJS17K54,pop rap brasileiro,brasil,39
239,Dois Fugitivos - Ao Vivo,Simone Mendes,2023-10-20,173370,76,False,album,4YKujFSyakVjLdH1sDllVc,2eK9gcJQ6uqVvJL63dnOM3,sertanejo,brasil,40
240,Mala dos Porta-Mala - Ao Vivo,Gusttavo Lima,2024-01-25,153237,70,False,album,6k5QJ60Ee9UNLnJD2yksf9,7MiDcPa6UiV3In7lIM71IN,agronejo,brasil,41
241,Devia Ser Proibido - Ao Vivo Em Brasília,Henrique & Juliano,2023-07-28,173967,84,False,album,0QcKkN8b4iVkmVsbaze8OS,3p7PcrEHaaKLJnPUGOtRlT,agronejo,brasil,42
242,Torce o Olho - Ao Vivo,Gusttavo Lima,2024-01-25,167551,72,False,album,4ykvcYpoXid0u9rvzZzNy8,7MiDcPa6UiV3In7lIM71IN,agronejo,brasil,43
243,Tá OK,DENNIS,2023-05-04,92093,84,False,single,0fABszUFNbNq9IW503Gj8v,6xlRSRMLgZbsSNd0BMobwy,funk carioca,brasil,44
244,Solteiro Forçado - Boiadeira Internacional,Ana Castela,2023-07-07,194582,84,False,single,4Z2i41GDQyu3KRpBavEnyR,2CKOmarVWvWqkNWUatHCex,agronejo,brasil,45
245,Quase Algo - Ao Vivo Em Nova Iorque / 2022,Henrique & Juliano,2023-12-15,178251,73,False,album,3iam4WkRoqMoBBCwDFZNgd,3p7PcrEHaaKLJnPUGOtRlT,agronejo,brasil,46
246,Erro Gostoso - Ao Vivo,Simone Mendes,2023-10-20,178811,75,False,album,6vq7r1Pqd3pyI07u63cPZV,2eK9gcJQ6uqVvJL63dnOM3,sertanejo,brasil,47
247,Amor É Mentira,DJ Arana,2023-12-27,210168,74,True,single,3syxcxgRLd25yPYfG8qsot,22RXQj1gd5zEbcRjdxiJbu,funk mtg,brasil,48
248,Manda um Oi - Ao Vivo,Guilherme & Benuto,2024-02-01,166490,63,False,album,0HlioiDYWAqP6p73XFUOP7,6m6e7D2TnV0aYMllFFwMxu,agronejo,brasil,49
249,Morena - Ao Vivo,Clayton & Romário,2024-01-26,163671,82,False,single,0KqVaOxvmYJMz10w3SbiaV,1tKrZaph4cLsnEdqC5BNEQ,agronejo,brasil,50
250,TUTA GOLD,Mahmood,2024-02-07,178467,87,False,single,654Jxp6rUFgPckixlIusRJ,06nvjg4wBANK6DCHjqtPNd,italian adult pop,italy,1
251,"I P’ ME, TU P’ TE",Geolier,2024-02-07,187881,87,False,single,3j1453KrdHjw7y4gnBj7nF,27LlKWxS3KXW7RRAxN5S8s,italian hip hop,italy,2
252,Casa Mia,Ghali,2024-02-07,210541,83,False,single,4cWrKV5SN7AknqPy4ryBDG,3egWSWp7Y4FyCKIyvXbw7L,italian hip hop,italy,3
253,Sinceramente,Annalisa,2023-09-29,215714,66,False,album,60QN1JrgYM7jcfW8pdQFqT,0EqkKYDK9EkKY5N7zU3FPv,italian adult pop,italy,4
254,La noia,Angelina Mango,2024-02-07,189124,84,False,single,49R1F3rIdSzuPk7AcHi6d1,1A6HBLulvBFzNtlMb7b08f,italian pop,italy,5
255,Tu No,Irama,2024-02-07,215608,83,False,single,5mQTzYTDDob48mOP3U9k7Q,5iot8OPcosJN9nCl7I5SdK,italian adult pop,italy,6
256,UN RAGAZZO UNA RAGAZZA,The Kolors,2024-02-07,217031,81,False,single,60NDVF7fFIq13aO9rIN80c,72A0Z8q8NiochyK9gUHpCR,italian adult pop,italy,7
257,CLICK BOOM!,Rose Villain,2024-02-07,225561,80,False,single,2PO4ThUKzIa4rBLsFkyInU,2aya6KuqjXEhHBqYKsTPLs,italian hip hop,italy,8
258,Vai!,Alfa,2024-02-07,156923,80,False,single,02fHDy3xEetr1EX6qw3Cas,7GacyaFUp0qkEJglERX9N7,pop virale italiano,italy,9
259,Tutto Qui,Gazzelle,2024-02-07,211783,81,False,single,2cpZJsQFxwHvBF0KB5dCaB,7KFOc3T4Xo8DVZt4PWw2qN,italian adult pop,italy,10
260,Onda Alta,Dargen D'Amico,2024-02-02,214556,59,True,album,5rmWxr4qgejVuLWwxNzISC,7muPB2GhV0sEg2K1Fgj0Xm,italian adult pop,italy,11
261,DIAMANTI GREZZI,CLARA,2024-02-07,192120,78,False,single,3To8zpX92dTdhtORefjgyV,6FPxOArEPVZUDv925qq8IQ,italian pop,italy,12
262,AUTODISTRUTTIVO,LA SAD,2024-02-07,189494,79,False,single,3ZcpVnBJguv1WVeMG44i2M,1y5nSaw0Am7fIEDAkrfgjY,,italy,13
263,FRAGILI,Il Tre,2023-09-15,189193,56,False,album,3ki4qt24MTfhk0iruUCpSR,4p5IspnsqtILeRtckOxumu,italian hip hop,italy,14
264,APNEA,Emma,2023-10-12,180923,57,False,album,1F2rElyIiwgnq3TM2LN3ag,0gzwXezN4IUHAwLufA6YcX,italian adult pop,italy,15
265,Pazza,Loredana Bertè,2024-02-06,168166,53,False,album,5iwqTbqjxyhAu8w3BXvME5,2XpUprTohaksHpVjUtTvlx,classic italian pop,italy,16
266,Ma non tutta la vita,Ricchi E Poveri,2024-02-07,190800,76,False,single,1bZIs6zAOtFJLORZVojCUH,5BwOOeKayeMZXa5SSaiRxv,classic italian pop,italy,17
267,DUE ALTALENE,Mr.Rain,2024-02-07,197142,79,False,single,6m4z69VDQ7zB2JQzTeWNom,59MLbXG0jLVwJup3KAd6m1,italian adult pop,italy,18
268,GOVERNO PUNK,bnkr44,2024-02-07,205312,76,False,single,7He9P5gjaE4cmQOquezZnl,1lwGYDWoXC7E5wDNYZBurw,hyperpop italiano,italy,19
269,Fino a qui,Alessandra Amoroso,2024-02-07,232309,77,False,single,37WCMrX9XnmmPCMY0aqZjo,2pjb5ffSoVTr5lRYQXlnPu,italian adult pop,italy,20
270,l'amore in bocca,SANTI FRANCESI,2024-02-07,172050,75,False,single,6QnX3AZkvOzwQt0fdS6cZT,3VsF47TUmv6WPsWjICe8VR,,italy,21
271,"Il Doc 4 (feat. Ernia, Emis Killa, Niky Savage & Andry The Hitmaker)",VillaBanks,2024-02-14,216685,64,False,single,03eFDbrmDPnbIHXbgXbfP3,3ASAxVN1hNoYfoMcIkzZWL,italian hip hop,italy,22
272,Capolavoro,Il Volo,2024-02-07,198421,75,False,single,7eJmxii4Ez8scjzDF0V9v6,0dE9ooTNz8iEKIKItRI66t,italian progressive rock,italy,23
273,La rabbia non ti basta,BigMama,2024-02-07,189406,75,False,single,0CjNKLqvr5tDvepagOIKlu,5A0upF7YOXwWW0R5EuahcF,,italy,24
274,Calcolatrici,Sfera Ebbasta,2023-11-17,205524,81,True,album,6bN41HjY008ggroMFxNLaa,23TFHmajVfBtlRx5MXqgoz,italian hip hop,italy,25
275,Mariposa,Fiorella Mannoia,2024-02-07,177947,74,False,single,5FV2fsK9sFL4D5uwX8zAgk,5VxhGHbcuvqTLRUWzBUN8L,classic italian pop,italy,26
276,Ti muovi,Diodato,2024-02-07,186387,75,False,single,40RfNjN5fm9DhlLAYkF6RL,2QWrpLRDeBD1NwWAsytBRi,italian adult pop,italy,27
277,"EVERYDAY (feat. Shiva, ANNA, Geolier)",Takagi & Ketra,2023-10-13,190188,79,False,single,20bTkdvyWZjO4ORHmzXQR4,76UCIJTB0jcJvBaL0CdIqx,italian adult pop,italy,28
278,COME VUOI,Geolier,2023-01-06,172615,77,True,album,5x9LonDyHxGUO2VzfHJHLE,27LlKWxS3KXW7RRAxN5S8s,italian hip hop,italy,29
279,La rondine,Mango,2002-05-31,265426,68,False,album,55leNp6KroYHp1x7FZueiq,5iBphIrmXEjfrqiuz5y6pY,italian pop rock,italy,30
280,finiscimi,sangiovanni,2024-02-07,191629,74,True,single,2c0lqanQ7Yz8f7VaAfgqqt,7dL0nOHwnSAsNAwpkPSGWP,italian pop,italy,31
281,IL CIELO NON CI VUOLE,Fred De Palma,2024-02-07,172727,74,False,single,2JUU42QK11jwb6C99VnRl4,0QrUbsrL5imqntAfDl8i7q,italian adult pop,italy,32
282,Petit Fou Fou (feat. ANNA),Rhove,2023-12-14,113737,78,False,single,2CHUSuvnHXjLTGdX6Bz6fv,44DWomjW1oDuxIoBIRpmQ4,italian hip hop,italy,33
283,MA CHE IDEA (feat. Pino D'Angiò),bnkr44,2024-02-10,226464,65,False,single,1kKccj5wYXTj3gTpUIMoac,1lwGYDWoXC7E5wDNYZBurw,hyperpop italiano,italy,34
284,Ricominciamo tutto,Negramaro,2024-02-07,232800,75,True,single,6RgeK0h4fZ7JRSqbVwPG3Q,1X9iZlQXfAAx4Vvmlqeao7,italian adult pop,italy,35
285,15 Piani,Sfera Ebbasta,2023-11-17,206896,79,True,album,05wb6MEyJeG2z1MVCIXxC8,23TFHmajVfBtlRx5MXqgoz,italian hip hop,italy,36
286,Kiss You (F**k You) [feat. Geolier],Yung Snapp,2023-09-01,207400,76,True,album,34YxYcGtsAzI1K0SNAWMn1,4y5lvMadZv6NAv8RgcCRem,italian hip hop,italy,37
287,Moneylove (feat. Emis Killa),Massimo Pericolo,2023-12-01,172538,79,False,album,2gGq8fqoGuKpCjuV7p2dd3,1El4YQA8oCXX7ynFSxRTFq,italian hip hop,italy,38
288,MOON (feat. Capo Plaza & Tony Boy),AVA,2024-01-25,186126,75,True,single,2QieMRkH51KbJw4ZauGJfY,7zPS3i8YJBNeDcqXUHfCMr,italian hip hop,italy,39
289,Anche Stasera,Sfera Ebbasta,2023-11-17,217500,78,True,album,5WssaPhjCCUFBMk9PpnHYj,23TFHmajVfBtlRx5MXqgoz,italian hip hop,italy,40
290,Che t'o dico a fa',Angelina Mango,2023-10-06,187742,74,False,single,20qlAd6sHAYjc7TrrM5VeY,1A6HBLulvBFzNtlMb7b08f,italian pop,italy,41
291,SPETTACOLARE,Maninni,2024-02-09,173974,45,False,album,1GQZ5JNh3l1YPhBGihelHm,28XNEW8SrY9rwD1s1f8gRL,italian pop rock,italy,42
292,TUNNEL,Simba La Rue,2024-01-05,144864,77,True,album,1M7CwtrWZ24mopNdDPB3DM,2PEMswqQspTSsAltdeF5kO,drill italiana,italy,43
293,IL MALE CHE MI FAI (feat. Marracash),Geolier,2023-04-07,167339,75,False,album,7Da5kjy5GByLHE5OPQ4tpg,27LlKWxS3KXW7RRAxN5S8s,italian hip hop,italy,44
294,Fantasmi (feat. Geolier),Rose Villain,2023-01-20,133266,73,False,album,0uXDSAM6q44glALKnQQyqW,2aya6KuqjXEhHBqYKsTPLs,italian hip hop,italy,45
295,BOULEVARD,Artie 5ive,2023-12-08,160258,74,True,album,6SSv0mVOX54GMKtIOrKpI1,2R4kNOwHUUsuDYhKsESVbF,italian hip hop,italy,46
296,ROSSOFUOCO,Mida,2023-11-07,162684,77,False,single,5B5p5w9QV0QFBsnASmtL24,2Pr26KMbfrX8zb8Vk6jFHe,trap italiana,italy,47
297,CHIAGNE (feat. Lazza & Takagi & Ketra),Geolier,2023-01-06,179863,71,False,album,4midGjEpVz0mYkIdQMFX3l,27LlKWxS3KXW7RRAxN5S8s,italian hip hop,italy,48
298,Paradiso Artificiale (feat. Baby Gang & Kid Yugi),Tedua,2023-06-02,162411,75,False,album,5omIW7YOPhA6CULhkdz6jE,1AgAVqo74e2q4FVvg0xpT7,indie liguria,italy,49
299,Pazzo di te,Renga Nek,2023-09-08,177692,43,False,album,2RHhCGi8evdY6c4Hq1WPmm,17bIH0Lk8uD4mqjyHqmfb2,,italy,50
300,HOLA PERDIDA,Luck Ra,2024-02-02,166536,74,False,album,7JKptWv4YXmievid0HajID,4kcQWQDK0u9AftVSpdrAgk,cumbia pop,argentina,1
301,Una Foto Remix (feat. Emilia),Mesita,2024-01-05,243898,91,False,single,1kqH58eGh2ZTOHwqBIB2tM,2IKdK6PbitvCiXt1t2bPU6,rap uruguayo,argentina,2
302,"Young Miko: Bzrp Music Sessions, Vol. 58",Bizarrap,2024-01-10,187172,95,False,single,6VciS3dRMpZhJiDxT8ArFi,716NhGYqD1jl2wI1Qkgq36,argentine hip hop,argentina,3
303,QUE ME FALTE TODO,Luck Ra,2024-02-02,165918,71,False,album,1TyBUtMxdmRfXhW3MmbxtQ,4kcQWQDK0u9AftVSpdrAgk,cumbia pop,argentina,4
304,Buscando Money,TWENTY SIX,2023-07-21,150000,85,False,single,357iDuZ0IXAAg3Aj7UszqO,6C2mFGFh8dz1vKp9l5Ce8P,,argentina,5
305,ROZE | DJ TAO Turreo Sessions #22,DJ Tao,2023-11-23,155291,83,False,single,5wcghdKONQcc5TKx9jCcns,5CA5IqbsFr4hpNLdjgO0BU,cumbia 420,argentina,6
306,LUNA,Feid,2023-12-01,196800,97,False,album,7bywjHOc0wSjGGbj04XbVi,2LRoIwlKmHjgvigdNGBHNo,colombian pop,argentina,7
307,Gata Only,FloyyMenor,2024-02-02,222000,83,True,single,6XjDF6nds4DE2BBbagZol6,7CvTknweLr9feJtRGrpDBy,reggaeton chileno,argentina,8
308,La_Original.mp3,Emilia,2023-11-03,140625,85,False,album,6Es8Sk3xe1HiJ2MXCfHHwR,0AqlFI0tz2DsEoJlKSIiT9,pop argentino,argentina,9
309,Inocente,Roze Oficial,2023-12-01,171500,83,False,single,6gV8ALkSHfJi7Bprabr1FC,2Hxu0Wmd7FUm0euCVInVrN,,argentina,10
310,Tal Para Cual,Salastkbron,2024-01-11,151224,78,False,single,0mJRX0WnqWlu8Boe7gpQ1P,3WMlRpW5JWuDI95TcEWt3r,pop argentino,argentina,11
311,M.A.I,Milo j,2023-11-30,184027,87,False,album,35ttE4t8lQZA2vuCYDg4G7,19HM5j0ULGSmEoRcrSe5x3,trap argentino,argentina,12
312,Piel,Tiago PZK,2024-02-01,141079,77,True,single,4wS0TnQzVkY9ML1BPKpOk1,5Y3MV9DZ0d87NnVm56qSY1,trap argentino,argentina,13
313,La Morocha,Luck Ra,2024-02-02,134144,70,False,album,6vRQqxOhUFd78p5tL8jXr7,4kcQWQDK0u9AftVSpdrAgk,cumbia pop,argentina,14
314,Exclusive.mp3,Emilia,2023-11-03,120600,84,False,album,5f4mOETLngamMDTJnbF9s7,0AqlFI0tz2DsEoJlKSIiT9,pop argentino,argentina,15
315,Bronceado - Remix,Marama,2023-12-13,156631,82,False,single,1xxtsuafCIJm7WPQ1tdDDi,4GepMkTgrIZECoCC55vqjW,cumbia pop,argentina,16
316,Sin Querer,Fer Vazquez,2023-12-14,141071,81,True,single,0kVpyCPMT52a05026zHGiq,5nAsuOI0lqqbii7YFCh7cB,,argentina,17
317,SINVERGÜENZA - con Angela Torres,Emanero,2023-12-05,217490,80,False,single,2xbH0CuDbid800YW5nMPzR,2BTS8Np1YzPQuXjgdlqsBB,argentine hip hop,argentina,18
318,FLECHAZO EN EL CENTRO,YSY A,2023-09-06,185241,82,False,album,4jn3R3KF5hx2fCiXlj89yE,2qWK8K2Jfh67UqtwY8tCW6,argentine hip hop,argentina,19
319,Besos con Fernet,Rusherking,2023-11-07,147375,82,False,single,1gAPIjqunPXRA4y1kYZi0q,3Apb2lGmGJaBmr0TTBJvIZ,trap argentino,argentina,20
320,Linda - Remix,Marka Akme,2023-09-27,234105,81,False,single,7HrgGbnNKZKhBL70aFKpXk,4SgKWjM7cJDCh2aY9H4HZf,cumbia pop,argentina,21
321,Mentiras | CROSSOVER #3,Big One,2023-07-25,168000,80,False,single,6Z28dALKtAgZ7AZRfjMQjY,2OhUNb01gLwygOizYvTm0e,trap argentino,argentina,22
322,Un Finde | CROSSOVER #2,Big One,2023-04-04,162500,85,False,single,3tiJUOfAEqIrLFRQgGgdoY,2OhUNb01gLwygOizYvTm0e,trap argentino,argentina,23
323,LA FALDA,Myke Towers,2023-09-18,174229,93,True,album,7iUtQNMRB8ZkKC4AmEuCJC,7iK8PXO48WeuP03g8YR51W,reggaeton,argentina,24
324,Piscina,Maria Becerra,2023-11-08,225661,82,True,single,6q6aChVJ5LLXFUSfakwpxW,1DxLCyH42yaHKGK3cl5bvG,pop argentino,argentina,25
325,Ni Una Ni Dos,BM,2023-06-28,158535,81,True,single,0H9WU0OIXPpbOVgzzOanXb,5TP8Ubo4jLKEi4Mw2O8fAk,previa,argentina,26
326,Le Gustan lo' Flaites,El Joan,2023-03-17,183328,80,True,single,1smRP4zRit7A6ZDQXkFJWC,4d7tFHxzWvzfsgCqPAEOSQ,,argentina,27
327,El Amor De Mi Vida,Los Ángeles Azules,2023-08-18,184586,62,False,single,04sktg3deiYUweHfbFUZTM,0ZCO8oVkMj897cKgFH7fRW,gruperas inmortales,argentina,28
328,OJITOS ROJOS,Grupo Frontera,2023-08-25,221601,81,False,album,11PV8CaPqlto9Uejx92C35,6XkjpgcEsYab502Vr1bBeW,musica chihuahuense,argentina,29
329,GTA.mp3,Emilia,2023-11-03,151653,77,False,album,6hv8hai0yo19JF2c6pppj6,0AqlFI0tz2DsEoJlKSIiT9,pop argentino,argentina,30
330,El Super Junte Rkt,Gusty dj,2023-11-30,383369,78,True,single,1dtFrIzrr4DJZOHHESVwbt,5f9pQjPeDbuRF1GowQXo3L,rkt,argentina,31
331,Ya No Vuelvas (Versión Cuarteto),Luck Ra,2024-02-02,204000,68,False,album,0u6JsFiEEXb6kaF0oqyeFi,4kcQWQDK0u9AftVSpdrAgk,cumbia pop,argentina,32
332,CORAZÓN VACÍO,Maria Becerra,2023-06-22,160535,83,False,single,3oNnzH6hmqIGIhJ1NcHlrh,1DxLCyH42yaHKGK3cl5bvG,pop argentino,argentina,33
333,Una Foto,Mesita,2023-08-15,122500,79,False,single,4sl3IoHskl2Kbdy27gZ4yn,2IKdK6PbitvCiXt1t2bPU6,rap uruguayo,argentina,34
334,Ahi Ahi,El negro tecla,2021-12-08,176796,79,True,single,5O9IqFNUVtjRlDpdKex3YH,6M6pyt8k3EjvbFo1pZFS75,rkt,argentina,35
335,Mamichula - con Nicki Nicole,Trueno,2020-07-23,219201,82,False,album,0TUW9faHNaBmi89wsYGp9y,2x7PC78TmgqpEIjaGAZ0Oz,argentine hip hop,argentina,36
336,Bad Boy,Sayian Jimmy,2023-11-10,159101,75,True,album,6PMapQ7YSxkhAgNOvvoiWs,3ZfYo6sKskRv0wOyrZZdAj,urbano chileno,argentina,37
337,Quiero Creer,Luck Ra,2024-02-02,145054,65,False,album,4ZXZub1pPCWib6xlSHiTj6,4kcQWQDK0u9AftVSpdrAgk,cumbia pop,argentina,38
338,Columbia,Quevedo,2023-07-07,186000,92,False,single,6XbtvPmIpyCbjuT0e8cQtp,52iwsT98xCoGgiGntTiR7K,rap canario,argentina,39
339,PERRO NEGRO,Bad Bunny,2023-10-13,162767,96,True,album,7iQXYTyuG13aoeHxGG28Nh,4q3ewBCX7sLwd24euuV69X,reggaeton,argentina,40
340,ANDO,Jere Klein,2023-12-01,172774,84,True,album,4GvEuYAfJlICR2SpMDaBxQ,35oGZihZclGoTVuICPXRP9,reggaeton chileno,argentina,41
341,ATORRANTE - con Los Palmeras,Emanero,2023-07-08,252347,77,False,single,3ezO8gfskSWM3rk0GTfhFl,2BTS8Np1YzPQuXjgdlqsBB,argentine hip hop,argentina,42
342,NO DA MÁS,YSY A,2023-11-11,168484,77,False,album,7jDYmAWdghEWmQyqwLpriE,2qWK8K2Jfh67UqtwY8tCW6,argentine hip hop,argentina,43
343,Lágrimas | CROSSOVER #4,Big One,2023-10-10,167419,78,False,single,1lSayCmr2lS6ndxELoabIG,2OhUNb01gLwygOizYvTm0e,trap argentino,argentina,44
344,PRINCESITA DE ...,Jere Klein,2023-12-01,162397,86,True,album,7pNzulQGBP6v2g4A2KnAJ6,35oGZihZclGoTVuICPXRP9,reggaeton chileno,argentina,45
345,Y TE VAS,Luck Ra,2024-02-02,148979,71,False,album,21RG4bCz6wb3iDCshmUGYT,4kcQWQDK0u9AftVSpdrAgk,cumbia pop,argentina,46
346,Salgo a Bailar,FMK,2023-07-14,157830,77,False,single,7xX7bER73YZSE4m76OpMXV,0dUyjgCyjfj5eMx6bX2TWf,trap argentino,argentina,47
347,Los del Espacio,LIT killah,2023-06-01,338000,85,False,single,1Hs1uUl8o2VtDp1DABFq0O,1vqR17Iv8VFdzure1TAXEq,argentine hip hop,argentina,48
348,Lollipop,Darell,2023-07-28,199946,88,True,album,3cDyocF0Ibdfs1SFQk5cLZ,1TtXnWcUs0FCkaZDPGYHdf,latin hip hop,argentina,49
349,TU Y YO,KHEA,2024-02-14,192517,42,False,single,00THZGfbizNvMUkJsQs74K,4m6ubhNsdwF4psNf3R8kwR,argentine hip hop,argentina,50
350,LUNA,Feid,2023-12-01,196800,97,False,album,7bywjHOc0wSjGGbj04XbVi,2LRoIwlKmHjgvigdNGBHNo,colombian pop,peru,1
351,PERRO NEGRO,Bad Bunny,2023-10-13,162767,96,True,album,7iQXYTyuG13aoeHxGG28Nh,4q3ewBCX7sLwd24euuV69X,reggaeton,peru,2
352,LA FALDA,Myke Towers,2023-09-18,174229,93,True,album,7iUtQNMRB8ZkKC4AmEuCJC,7iK8PXO48WeuP03g8YR51W,reggaeton,peru,3
353,BELLAKEO,Peso Pluma,2023-12-07,197333,95,True,single,05WVKTdZhlIMX4qqMLuo0f,12GqGscKJx3aE4t07u7eVZ,corridos tumbados,peru,4
354,Una Foto Remix (feat. Emilia),Mesita,2024-01-05,243898,91,False,single,1kqH58eGh2ZTOHwqBIB2tM,2IKdK6PbitvCiXt1t2bPU6,rap uruguayo,peru,5
355,QLONA,KAROL G,2023-08-10,172797,93,True,album,5RqSsdzTNPX1uzkmlHCFvK,790FomKkXshlbRYZFtlgla,reggaeton,peru,6
356,AMARGURA,KAROL G,2023-02-24,170480,91,True,album,505v13epFXodT9fVAJ6h8k,790FomKkXshlbRYZFtlgla,reggaeton,peru,7
357,Columbia,Quevedo,2023-07-07,186000,92,False,single,6XbtvPmIpyCbjuT0e8cQtp,52iwsT98xCoGgiGntTiR7K,rap canario,peru,8
358,LALA,Myke Towers,2023-03-23,197920,92,True,album,7ABLbnD53cQK00mhcaOUVG,7iK8PXO48WeuP03g8YR51W,reggaeton,peru,9
359,"Young Miko: Bzrp Music Sessions, Vol. 58",Bizarrap,2024-01-10,187172,95,False,single,6VciS3dRMpZhJiDxT8ArFi,716NhGYqD1jl2wI1Qkgq36,argentine hip hop,peru,10
360,Según Quién,Maluma,2023-08-25,142334,90,True,album,4bw8mcDUSRWfQo63ZTYRnU,1r4hJ1h58CWwUQe3MxPuau,latin pop,peru,11
361,La Diabla,Xavi,2023-11-30,172264,99,False,single,0R6NfOiLzLj4O5VbYSJAjf,3Me35AWHCGqW4sZ7bWWJt1,sad sierreno,peru,12
362,Un Finde | CROSSOVER #2,Big One,2023-04-04,162500,85,False,single,3tiJUOfAEqIrLFRQgGgdoY,2OhUNb01gLwygOizYvTm0e,trap argentino,peru,13
363,CLASSY 101,Feid,2023-12-01,195586,86,True,album,1hZsWUnLbqRw09jLAMQSsb,2LRoIwlKmHjgvigdNGBHNo,colombian pop,peru,14
364,Feliz Cumpleaños Ferxxo,Feid,2022-09-14,155960,88,False,album,2CeKVsFFXG4QzA415QygGb,2LRoIwlKmHjgvigdNGBHNo,colombian pop,peru,15
365,MI EX TENÍA RAZÓN,KAROL G,2023-08-10,154374,88,False,album,54zcJnb3tp9c5OVKREZ1Is,790FomKkXshlbRYZFtlgla,reggaeton,peru,16
366,Mamichula - con Nicki Nicole,Trueno,2020-07-23,219201,82,False,album,0TUW9faHNaBmi89wsYGp9y,2x7PC78TmgqpEIjaGAZ0Oz,argentine hip hop,peru,17
367,ANDO,Jere Klein,2023-12-01,172774,84,True,album,4GvEuYAfJlICR2SpMDaBxQ,35oGZihZclGoTVuICPXRP9,reggaeton chileno,peru,18
368,OJITOS ROJOS,Grupo Frontera,2023-08-25,221601,81,False,album,11PV8CaPqlto9Uejx92C35,6XkjpgcEsYab502Vr1bBeW,musica chihuahuense,peru,19
369,Es un Secreto,Plan B,2010-07-20,190560,72,False,album,7JwdbqIpiuWvGbRryKSuBz,2jSGzJw0ebJLu7OLVSOcBP,reggaeton,peru,20
370,La Bachata,Manuel Turizo,2023-03-17,162637,87,False,album,3tt9i3Hhzq84dPS8H7iSiJ,0tmwSHipWxN12fsoLcFU3B,colombian pop,peru,21
371,Rara Vez,Taiu,2023-02-08,128677,87,False,single,7MVIfkyzuUmQ716j8U7yGR,5szJHKg5xeUlQ9pTqzdpic,trap argentino,peru,22
